활동 종류,날짜,즐겨찾기,제목,거리,칼로리,시간,평균 심박,최대심박,유산소 훈련 효과,평균 수영 케이던스,최고 수영 케이던스,평균 페이스,최대 페이스,총 상승,총 하강,평균 보폭,평균 수직 비율,평균 수직 진동,평균 지면 접촉 시간,평균 GAP,평균 수영 케이던스,최고 수영 케이던스,Normalized Power® (NP®),Training Stress Score®,최대 평균파워(20분),평균 파워,최대 파워,총 스트로크,평균 Swolf,평균 스트로크 속도,걸음,총 반복 횟수,총 세트,바디 배터리 방전,최저 온도,감압,최고 랩 기록,랩 수,최고 온도,평균 응답,최소 응답,최대 응답,평균 스트레스,최대 스트레스,이동 시간,경과 시간,최저 해발,최고 해발
풀 수영,2025-10-17 07:14:56,false,"풀 수영","650","249","00:35:31","105","135","1.3","--","--","1:59","0:54","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","281","41","22","--","--","--","--","--","아니오","00:00:07.2","41","--","--","--","--","--","--","00:12:54","00:36:40","--","--"
실내 자전거타기,2025-10-16 20:28:56,false,"실내 자전거타기","11.93","320","00:30:09","110","133","2.0","--","--","23.7","30.7","--","--","--","--","--","--","--","82","97","156","20.8","151","154","243","2477","--","--","--","--","--","--","24.0","아니오","00:30:09","1","27.0","25","16","32","--","--","00:30:09","00:33:35","--","--"
트레드밀 러닝,2025-10-15 18:05:15,false,"트레드밀 러닝","8.01","475","00:40:48","137","160","3.0","183","197","5:06","4:03","--","--","1.07","7.7","8.1","237","--","--","--","307","0.0","--","305","397","--","--","--","7,504","--","--","-6","--","아니오","00:00:02.4","9","--","--","--","--","--","--","00:40:41","00:41:54","--","--"
풀 수영,2025-10-15 07:11:04,false,"풀 수영","850","333","00:40:10","114","154","2.1","--","--","2:08","1:05","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","411","44","23","--","--","--","--","--","아니오","00:00:02.3","33","--","--","--","--","--","--","00:18:08","00:40:15","--","--"
근력 훈련,2025-10-14 18:30:15,false,"근력 훈련","0.00","160","00:26:51","100","126","0.6","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","8","4","1","-1","--","아니오","00:26:51","1","--","--","--","--","--","--","00:26:51","00:26:51","--","--"
트레드밀 러닝,2025-10-14 17:38:17,false,"트레드밀 러닝","9.01","490","00:45:48","132","151","2.7","185","228","5:05","4:38","--","--","1.07","7.6","8.1","236","--","--","--","307","0.0","--","305","332","--","--","--","8,450","--","--","-9","--","아니오","00:00:03.8","10","--","--","--","--","--","--","00:45:31","00:48:47","--","--"
트레드밀 러닝,2025-10-13 17:35:00,false,"트레드밀 러닝","10.01","480","00:54:23","124","139","2.2","178","188","5:26","4:54","--","--","1.03","8.1","8.3","248","--","--","--","290","0.0","--","289","327","--","--","--","9,676","--","--","-7","--","아니오","00:00:03.1","11","--","--","--","--","--","--","00:54:02","00:58:21","--","--"
근력 훈련,2025-10-13 12:42:56,false,"근력 훈련","0.00","275","00:40:14","110","137","1.2","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","44","22","1","-5","--","아니오","00:40:14","1","--","--","--","--","--","--","00:40:14","00:40:14","--","--"
실내 자전거타기,2025-10-11 09:22:29,false,"실내 자전거타기","8.03","210","00:20:03","121","135","1.8","--","--","24.0","32.3","--","--","--","--","--","--","--","83","99","154","13.4","152","152","300","1679","--","--","--","--","--","--","25.0","아니오","00:20:03","1","27.0","29","21","36","--","--","00:20:03","00:20:03","--","--"
트레드밀 러닝,2025-10-11 08:38:35,false,"트레드밀 러닝","6.02","335","00:30:28","131","147","2.5","184","191","5:04","4:23","--","--","1.07","7.6","8.2","237","--","--","--","309","0.0","--","306","362","--","--","--","5,558","--","--","-8","--","아니오","00:00:05.4","7","--","--","--","--","--","--","00:30:16","00:30:53","--","--"
스텝퍼,2025-10-10 21:49:33,false,"스텝퍼","0.00","128","00:30:16","87","94","0.2","135","148","--","--","--","--","0.00","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","4,110","--","--","-1","--","아니오","00:30:16","1","--","--","--","--","--","--","00:00:00","00:30:16","--","--"
풀 수영,2025-10-10 07:06:55,false,"풀 수영","850","369","00:43:43","115","152","2.1","--","--","2:02","0:47","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","378","41","22","--","--","--","--","--","아니오","00:00:05.8","54","--","--","--","--","--","--","00:17:13","00:43:50","--","--"
트레드밀 러닝,2025-10-09 09:18:26,false,"트레드밀 러닝","10.01","575","00:55:29","130","160","2.6","178","192","5:33","4:06","--","--","1.01","8.2","8.3","249","--","--","--","286","0.0","--","283","403","--","--","--","9,866","--","--","-12","--","아니오","00:00:03.8","11","--","--","--","--","--","--","00:55:09","00:55:29","--","--"
스텝퍼,2025-10-08 19:42:49,false,"스텝퍼","0.00","137","00:31:01","90","105","0.3","136","150","--","--","--","--","0.00","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","4,260","--","--","-2","--","아니오","00:31:01","1","--","--","--","--","--","--","00:00:00","01:33:25","--","--"
실내 자전거타기,2025-10-08 18:36:51,false,"실내 자전거타기","14.19","385","00:39:20","107","116","2.0","--","--","21.6","24.8","--","--","--","--","--","--","--","80","90","141","22.5","141","140","202","3156","--","--","--","--","--","--","25.0","아니오","00:39:20","1","29.0","26","19","33","--","--","00:39:18","00:40:03","--","--"
러닝,2025-10-07 06:06:05,false,"러닝","9.02","637","00:56:40","132","148","2.8","179","191","6:17","4:24","27","30","0.88","8.7","7.6","256","6:18","--","--","257","0.0","--","255","405","--","--","--","10,166","--","--","-7","--","아니오","00:00:04.5","10","--","--","--","--","--","--","00:56:25","01:04:49","34","51"
실내 자전거타기,2025-10-06 10:42:07,false,"실내 자전거타기","21.06","627","00:58:33","111","140","2.3","--","--","21.6","34.1","--","--","--","--","--","--","--","82","106","160","43.3","155","156","301","4784","--","--","--","--","--","--","26.0","아니오","00:58:33","1","29.0","27","17","36","--","--","00:58:26","01:01:16","--","--"
실내 자전거타기,2025-10-04 18:32:10,false,"실내 자전거타기","10.09","363","00:32:41","112","141","2.1","--","--","18.5","27.8","--","--","--","--","--","--","--","80","92","168","26.5","165","162","325","2614","--","--","--","--","--","--","26.0","아니오","00:32:41","1","29.0","29","19","36","--","--","00:32:41","00:32:41","--","--"
트레드밀 러닝,2025-10-03 14:11:37,false,"트레드밀 러닝","5.01","291","00:27:34","128","146","2.1","174","186","5:30","4:54","--","--","1.04","8.3","8.6","252","--","--","--","291","0.0","--","287","326","--","--","--","4,804","--","--","-5","--","아니오","00:00:03.2","6","--","--","--","--","--","--","00:27:21","00:27:34","--","--"
도로 사이클링,2025-09-28 09:06:22,false,"도로 사이클링","176.05","3,834","05:42:16","--","--","3.3","--","--","30.9","51.5","483","519","--","--","--","--","--","85","129","177","311.2","196","164","468","27480","--","--","--","--","--","--","21.0","아니오","00:02:45.3","36","24.0","--","--","--","--","--","05:41:53","05:53:08","10","132"
멀티스포츠,2025-09-28 07:18:16,false,"멀티스포츠","222.96","6,364","12:21:12","--","173","5.0","--","--","18.0","--","1,419","1,476","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","--","--","--","--","--","아니오","--:--:--","5","--","--","--","--","--","--","--:--:--","12:21:12","19","133"
실외 수영,2025-09-27 13:26:26,false,"실외 수영","466","183","00:12:50","152","160","2.5","--","--","2:45","2:42","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","373","61","28","--","--","--","-2","24.0","아니오","00:12:50","1","32.0","--","--","--","--","--","00:12:37","00:12:50","--","--"
풀 수영,2025-09-26 07:20:22,false,"풀 수영","550","242","00:28:30","115","146","1.9","--","--","2:25","1:21","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","288","49","22","--","--","--","--","--","아니오","00:00:08.6","33","--","--","--","--","--","--","00:13:19","00:28:37","--","--"
근력 훈련,2025-09-25 18:02:24,false,"근력 훈련","0.00","137","00:30:27","90","119","0.2","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","30","15","1","-1","--","아니오","00:30:27","1","--","--","--","--","--","--","00:30:27","00:30:27","--","--"
실내 자전거타기,2025-09-25 07:14:56,false,"실내 자전거타기","4.55","119","00:10:06","105","149","1.4","--","--","27.0","33.9","--","--","--","--","--","--","--","87","103","176","8.6","--","173","372","881","--","--","--","--","--","--","25.0","아니오","00:10:06","1","27.0","28","17","38","--","--","00:10:06","00:10:06","--","--"
근력 훈련,2025-09-24 12:17:36,false,"근력 훈련","0.00","189","00:33:13","100","130","0.6","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","8","4","1","-1","--","아니오","00:33:13","1","--","--","--","--","--","--","00:33:13","00:33:13","--","--"
풀 수영,2025-09-24 07:10:40,false,"풀 수영","675","351","00:39:35","120","153","2.3","--","--","2:20","1:03","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","343","48","22","--","--","--","--","--","아니오","00:00:03.3","41","--","--","--","--","--","--","00:15:43","00:39:44","--","--"
실내 자전거타기,2025-09-23 17:00:05,false,"실내 자전거타기","6.72","180","00:17:01","129","135","1.7","--","--","23.7","30.5","--","--","--","--","--","--","--","86","111","155","11.7","--","153","306","1479","--","--","--","--","--","--","26.0","아니오","00:17:01","1","28.0","31","24","41","--","--","00:17:01","00:17:01","--","--"
러닝,2025-09-23 16:24:28,false,"러닝","5.02","336","00:23:07","158","165","3.2","192","198","4:36","4:15","3","4","1.13","7.0","7.9","222","4:36","--","--","349","0.0","--","347","413","--","--","--","4,416","--","--","-3","--","아니오","00:00:04.1","6","--","--","--","--","--","--","00:23:02","00:23:07","8","11"
풀 수영,2025-09-23 08:14:48,false,"풀 수영","1,000","308","00:23:45","137","144","2.7","--","--","2:22","2:04","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","524","49","22","--","--","--","--","--","아니오","00:00:02.4","2","--","--","--","--","--","--","00:23:42","00:23:57","--","--"
실내 자전거타기,2025-09-23 07:27:59,false,"실내 자전거타기","10.56","324","00:29:23","125","145","2.1","--","--","21.6","30.5","--","--","--","--","--","--","--","83","94","164","22.9","163","161","279","2460","--","--","--","--","--","--","24.0","아니오","00:29:23","1","27.0","32","16","39","--","--","00:29:23","00:29:23","--","--"
풀 수영,2025-09-22 07:05:52,false,"풀 수영","825","357","00:43:32","112","152","2.1","--","--","1:38","0:19","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","287","33","21","--","--","--","--","--","아니오","00:00:04.3","48","--","--","--","--","--","--","00:13:28","00:48:27","--","--"
러닝,2025-09-21 09:01:00,false,"러닝","7.89","546","00:39:08","154","180","3.4","189","204","4:58","3:09","7","5","1.06","7.4","7.8","230","4:57","--","--","320","0.0","--","318","509","--","--","--","7,404","--","--","-10","--","아니오","00:04:25.1","8","--","--","--","--","--","--","00:39:01","00:45:24","22","30"
도로 사이클링,2025-09-21 07:25:14,false,"도로 사이클링","47.38","1,043","01:29:01","130","155","3.3","--","--","31.9","37.4","31","33","--","--","--","--","--","85","115","178","82.6","190","173","547","7311","--","--","--","--","--","--","20.0","아니오","00:04:38.0","10","24.0","31","21","41","--","--","01:28:57","01:29:11","8","13"
러닝,2025-09-21 06:46:57,false,"러닝","3.95","271","00:21:14","139","151","2.7","186","195","5:22","4:13","2","4","1.00","7.8","7.7","239","5:22","--","--","298","0.0","--","294","420","--","--","--","3,944","--","--","-6","--","아니오","00:04:56.0","4","--","--","--","--","--","--","00:21:06","00:21:14","29","35"
실내 자전거타기,2025-09-20 19:43:21,false,"실내 자전거타기","11.25","298","00:28:43","122","138","2.0","--","--","23.5","29.7","--","--","--","--","--","--","--","85","95","154","19.6","153","150","286","2448","--","--","--","--","--","--","27.0","아니오","00:28:43","1","29.0","27","22","35","--","--","00:28:43","00:28:43","--","--"
풀 수영,2025-09-20 10:05:35,false,"풀 수영","1,500","419","00:35:33","135","143","2.6","--","--","2:18","1:02","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","767","47","22","--","--","--","--","--","아니오","00:00:04.8","9","--","--","--","--","--","--","00:34:27","00:35:42","--","--"
풀 수영,2025-09-20 09:11:29,false,"풀 수영","1,600","475","00:37:27","139","151","3.1","--","--","2:16","1:13","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","807","47","22","--","--","--","--","--","아니오","00:00:05.1","8","--","--","--","--","--","--","00:36:23","00:40:44","--","--"
트레드밀 러닝,2025-09-19 18:13:19,false,"트레드밀 러닝","7.52","353","00:45:13","118","125","1.5","174","180","6:01","5:29","--","--","0.95","8.7","8.3","260","--","--","--","265","0.0","--","264","295","--","--","--","7,858","--","--","--","--","아니오","00:03:07.7","8","--","--","--","--","--","--","00:45:00","00:45:13","--","--"
근력 훈련,2025-09-19 12:19:53,false,"근력 훈련","0.00","209","00:37:14","102","120","0.6","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","10","5","1","-1","--","아니오","00:37:14","1","--","--","--","--","--","--","00:37:14","00:37:14","--","--"
트레드밀 러닝,2025-09-18 12:04:21,false,"트레드밀 러닝","7.52","376","00:40:30","125","160","2.1","177","203","5:23","3:45","--","--","1.05","8.0","8.3","245","--","--","--","296","0.0","--","290","424","--","--","--","7,174","--","--","-5","--","아니오","00:02:15.1","8","--","--","--","--","--","--","00:39:45","00:40:30","--","--"
실내 자전거타기,2025-09-18 06:29:03,false,"실내 자전거타기","11.12","346","00:35:29","110","145","1.6","--","--","18.8","27.2","--","--","--","--","--","--","--","81","92","150","23.2","132","140","347","2885","--","--","--","--","--","--","26.0","아니오","00:35:29","1","28.0","25","17","32","--","--","00:35:29","00:45:44","--","--"
근력 훈련,2025-09-17 18:05:18,false,"근력 훈련","0.00","230","00:49:00","94","120","0.4","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","18","9","1","-1","--","아니오","00:49:00","1","--","--","--","--","--","--","00:49:00","00:49:00","--","--"
트레드밀 러닝,2025-09-17 12:05:59,false,"트레드밀 러닝","7.52","449","00:36:23","144","171","3.1","185","208","4:51","3:20","--","--","1.11","7.4","8.2","232","--","--","--","326","0.0","--","320","454","--","--","--","6,688","--","--","-5","--","아니오","00:02:33.6","8","--","--","--","--","--","--","00:36:13","00:36:35","--","--"
풀 수영,2025-09-17 07:05:30,false,"풀 수영","875","457","00:48:02","124","156","2.4","--","--","2:05","0:46","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","375","42","20","--","--","--","--","--","아니오","00:00:06.7","40","--","--","--","--","--","--","00:18:18","00:48:15","--","--"
실내 자전거타기,2025-09-16 19:23:05,false,"실내 자전거타기","7.83","239","00:19:44","124","153","2.2","--","--","23.8","27.0","--","--","--","--","--","--","--","91","102","187","19.9","--","179","371","1807","--","--","--","--","--","--","26.0","아니오","00:19:44","1","29.0","32","24","38","--","--","00:19:44","00:19:44","--","--"
실내 자전거타기,2025-09-16 07:51:56,false,"실내 자전거타기","7.82","257","00:25:02","53","71","1.6","--","--","18.8","26.1","--","--","--","--","--","--","--","84","99","155","17.3","152","148","345","2113","--","--","--","--","--","--","27.0","아니오","00:25:02","1","29.0","--","--","--","--","--","00:25:02","00:25:02","--","--"
트레드밀 러닝,2025-09-15 18:20:23,false,"트레드밀 러닝","7.52","322","00:43:36","115","127","1.3","174","182","5:48","5:10","--","--","0.99","8.5","8.5","257","--","--","--","275","0.0","--","273","316","--","--","--","7,578","--","--","-2","--","아니오","00:03:01.6","8","--","--","--","--","--","--","00:43:15","00:43:55","--","--"
근력 훈련,2025-09-15 12:20:37,false,"근력 훈련","0.00","147","00:30:06","94","119","0.4","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","26","13","1","-1","--","아니오","00:30:06","1","--","--","--","--","--","--","00:30:06","00:30:06","--","--"
풀 수영,2025-09-15 07:08:43,false,"풀 수영","800","349","00:40:39","117","151","2.2","--","--","1:44","0:42","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","307","36","22","--","--","--","--","--","아니오","00:00:04.2","43","--","--","--","--","--","--","00:13:51","00:41:04","--","--"
트레드밀 러닝,2025-09-14 10:03:19,false,"트레드밀 러닝","20.02","873","01:53:34","125","139","2.4","176","190","5:40","4:10","--","--","1.00","8.4","8.3","253","--","--","--","281","0.0","--","278","405","--","--","--","19,990","--","--","-6","--","아니오","00:00:05.5","21","--","--","--","--","--","--","01:52:45","01:55:11","--","--"
실내 자전거타기,2025-09-14 06:30:38,false,"실내 자전거타기","53.02","1,660","02:55:41","113","144","3.2","--","--","18.1","35.5","--","--","--","--","--","--","--","81","109","137","97.0","150","135","310","14334","--","--","--","--","--","--","26.0","아니오","02:55:41","1","29.0","25","17","34","--","--","02:55:32","03:05:30","--","--"
풀 수영,2025-09-12 21:04:16,false,"풀 수영","1,200","239","00:29:23","113","133","1.2","--","--","2:24","1:52","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","656","50","23","--","--","--","--","--","아니오","00:00:15.2","4","--","--","--","--","--","--","00:28:44","00:29:35","--","--"
실내 자전거타기,2025-09-12 19:39:32,false,"실내 자전거타기","13.11","381","00:36:55","109","121","2.0","--","--","21.3","26.7","--","--","--","--","--","--","--","80","99","150","24.2","152","149","242","2962","--","--","--","--","--","--","27.0","아니오","00:36:55","1","30.0","26","20","32","--","--","00:36:55","00:36:55","--","--"
풀 수영,2025-09-12 07:10:23,false,"풀 수영","750","263","00:43:39","101","145","1.2","--","--","9:15:15","0:36","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","301","--","--","--","--","--","--","--","아니오","00:00:05.4","31","--","--","--","--","--","--","74:48:28","00:43:47","--","--"
러닝,2025-09-11 20:33:06,false,"러닝","2.78","202","00:16:31","141","151","2.3","167","214","5:56","4:42","6","7","1.03","7.6","7.5","244","5:56","--","--","272","0.0","--","256","377","--","--","--","2,888","--","--","-2","--","아니오","00:04:33.4","3","--","--","--","--","--","--","00:15:47","00:17:30","34","43"
축구,2025-09-11 19:09:29,false,"축구","3.53","424","00:46:34","130","174","2.6","69","244","4.6","24.7","--","--","1.10","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","5,052","--","--","-7","--","아니오","00:46:34","1","--","--","--","--","--","--","00:41:45","01:17:54","--","--"
러닝,2025-09-11 18:18:14,false,"러닝","3.24","222","00:17:09","143","162","2.6","186","200","5:18","4:12","28","17","1.00","7.6","7.6","236","5:14","--","--","307","0.0","--","302","441","--","--","--","3,238","--","--","-3","--","아니오","00:01:14.8","4","--","--","--","--","--","--","00:17:08","00:18:38","49","63"
근력 훈련,2025-09-11 12:47:52,false,"근력 훈련","0.00","163","00:33:06","95","123","0.4","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","24","12","1","-3","--","아니오","00:33:06","1","--","--","--","--","--","--","00:33:06","00:33:06","--","--"
실내 자전거타기,2025-09-11 06:49:59,false,"실내 자전거타기","8.65","244","00:25:04","110","118","1.4","--","--","20.7","24.3","--","--","--","--","--","--","--","80","93","140","14.2","140","139","210","2025","--","--","--","--","--","--","24.0","아니오","00:25:04","1","27.0","26","18","37","--","--","00:25:04","00:25:04","--","--"
실내 자전거타기,2025-09-10 19:11:14,false,"실내 자전거타기","21.69","614","00:59:29","115","139","2.3","--","--","21.9","26.8","--","--","--","--","--","--","--","82","99","153","40.9","155","149","329","4932","--","--","--","--","--","--","28.0","아니오","00:59:29","1","31.0","27","20","35","--","--","00:59:29","01:00:27","--","--"
풀 수영,2025-09-10 07:11:20,false,"풀 수영","1,100","388","00:45:06","118","150","2.2","--","--","2:07","0:45","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","522","44","22","--","--","--","--","--","아니오","00:00:08.2","39","--","--","--","--","--","--","00:23:17","00:45:30","--","--"
러닝,2025-09-10 06:01:54,false,"러닝","10.01","649","00:52:31","139","150","3.3","190","200","5:15","4:35","20","21","0.99","7.5","7.5","233","5:15","--","--","303","0.0","--","301","409","--","--","--","10,038","--","--","-5","--","아니오","00:00:02.0","11","--","--","--","--","--","--","00:52:19","00:54:17","1","13"
근력 훈련,2025-09-09 19:00:13,false,"근력 훈련","0.00","136","00:22:31","104","118","0.5","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","28","14","1","--","--","아니오","00:22:31","1","--","--","--","--","--","--","00:22:31","00:22:31","--","--"
트레드밀 러닝,2025-09-09 18:09:31,false,"트레드밀 러닝","10.02","539","00:49:17","140","165","2.9","187","208","4:55","3:18","--","--","1.08","7.4","8.0","232","--","--","--","319","0.0","--","313","459","--","--","--","9,188","--","--","-2","--","아니오","00:00:04.3","11","--","--","--","--","--","--","00:49:07","00:49:17","--","--"
실내 자전거타기,2025-09-09 06:45:57,false,"실내 자전거타기","8.53","248","00:20:22","130","151","2.2","--","--","25.1","32.0","--","--","--","--","--","--","--","85","103","184","19.8","182","180","304","1743","--","--","--","--","--","--","27.0","아니오","00:20:22","1","29.0","29","18","38","--","--","00:20:21","00:20:22","--","--"
근력 훈련,2025-09-08 19:05:58,false,"근력 훈련","0.00","133","00:21:09","104","140","0.5","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","18","9","1","--","--","아니오","00:21:09","1","--","--","--","--","--","--","00:21:09","00:21:09","--","--"
트레드밀 러닝,2025-09-08 18:06:26,false,"트레드밀 러닝","10.01","480","00:57:49","127","154","2.6","175","194","5:47","3:34","--","--","0.99","8.4","8.3","254","--","--","--","276","0.0","--","272","455","--","--","--","10,144","--","--","-1","--","아니오","00:00:02.6","11","--","--","--","--","--","--","00:57:12","00:57:49","--","--"
실내 자전거타기,2025-09-07 19:45:50,false,"실내 자전거타기","14.86","435","00:43:59","117","132","2.1","--","--","20.3","28.1","--","--","--","--","--","--","--","82","108","144","26.4","139","142","262","3641","--","--","--","--","--","--","30.0","아니오","00:43:59","1","31.0","27","20","37","--","--","00:43:59","00:45:29","--","--"
실내 자전거타기,2025-09-07 18:19:02,false,"실내 자전거타기","23.20","733","01:15:55","113","137","2.4","--","--","18.3","26.6","--","--","--","--","--","--","--","81","109","140","43.5","141","138","263","6186","--","--","--","--","--","--","28.0","아니오","01:15:55","1","31.0","25","15","34","--","--","01:15:55","01:19:36","--","--"
실내 자전거타기,2025-09-06 18:27:06,false,"실내 자전거타기","19.18","605","00:58:45","120","141","2.3","--","--","19.6","31.0","--","--","--","--","--","--","--","83","108","151","38.9","156","149","286","4869","--","--","--","--","--","--","31.0","아니오","00:58:45","1","32.0","27","13","35","--","--","00:58:40","01:04:31","--","--"
트레드밀 러닝,2025-09-06 06:23:19,false,"트레드밀 러닝","19.03","787","01:50:03","122","148","2.3","178","196","5:47","4:42","--","--","0.97","8.4","8.1","252","--","--","--","274","0.0","--","272","332","--","--","--","19,614","--","--","-4","--","아니오","00:00:08.3","20","--","--","--","--","--","--","01:49:39","01:50:03","--","--"
실내 자전거타기,2025-09-05 19:58:05,false,"실내 자전거타기","21.13","618","01:00:19","117","130","2.3","--","--","21.0","30.6","--","--","--","--","--","--","--","83","105","150","39.8","154","148","286","5010","--","--","--","--","--","--","29.0","아니오","01:00:19","1","31.0","27","18","36","--","--","01:00:18","01:00:19","--","--"
축구,2025-09-04 18:39:41,false,"축구","4.05","622","01:05:00","134","164","2.8","35","225","3.7","19.3","--","--","1.79","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","5,400","--","--","-10","--","아니오","01:05:00","1","--","--","--","--","--","--","00:55:09","01:16:04","--","--"
실내 자전거타기,2025-09-04 07:09:36,false,"실내 자전거타기","4.63","119","00:10:10","127","137","1.5","--","--","27.3","33.5","--","--","--","--","--","--","--","91","104","180","9.1","--","175","308","915","--","--","--","--","--","--","27.0","아니오","00:10:10","1","28.0","30","18","37","--","--","00:10:02","00:10:10","--","--"
실내 자전거타기,2025-09-03 21:17:57,false,"실내 자전거타기","11.20","292","00:26:44","122","137","2.0","--","--","25.1","30.7","--","--","--","--","--","--","--","83","95","163","20.4","161","159","287","2226","--","--","--","--","--","--","28.0","아니오","00:26:44","1","31.0","26","19","34","--","--","00:26:44","00:26:44","--","--"
근력 훈련,2025-09-03 19:33:31,false,"근력 훈련","0.00","105","00:20:09","96","131","0.3","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","--","--","--","30","15","1","--","--","아니오","00:20:09","1","--","--","--","--","--","--","00:20:09","00:20:09","--","--"
트레드밀 러닝,2025-09-03 18:32:37,false,"트레드밀 러닝","10.01","427","00:59:42","117","129","1.7","175","182","5:58","5:17","--","--","0.96","8.6","8.3","258","--","--","--","267","0.0","--","265","306","--","--","--","10,440","--","--","-1","--","아니오","00:00:04.2","11","--","--","--","--","--","--","00:59:22","00:59:42","--","--"
풀 수영,2025-09-03 07:13:52,false,"풀 수영","750","318","00:36:06","118","153","2.1","--","--","2:32","0:49","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","361","50","19","--","--","--","--","--","아니오","00:00:04.7","50","--","--","--","--","--","--","00:19:03","00:36:18","--","--"
실내 자전거타기,2025-09-02 19:18:13,false,"실내 자전거타기","15.72","496","00:43:55","121","143","2.3","--","--","21.5","30.4","--","--","--","--","--","--","--","85","99","168","36.3","165","165","318","3738","--","--","--","--","--","--","28.0","아니오","00:43:55","1","32.0","29","15","36","--","--","00:43:54","00:58:51","--","--"
러닝,2025-09-02 08:15:29,false,"러닝","8.04","548","00:46:41","141","163","3.0","184","194","5:48","4:13","201","165","0.92","8.2","7.5","246","5:25","--","--","305","0.0","--","288","467","--","--","--","8,612","--","--","-5","--","아니오","00:00:10.2","9","--","--","--","--","--","--","00:46:30","00:54:30","190","323"
풀 수영,2025-09-01 07:09:39,false,"풀 수영","750","346","00:40:20","120","152","2.2","--","--","1:40","0:35","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","293","35","23","--","--","--","--","--","아니오","00:00:06.2","43","--","--","--","--","--","--","00:12:32","00:41:35","--","--"
실내 자전거타기,2025-08-31 20:19:26,false,"실내 자전거타기","13.13","344","00:28:58","134","147","2.4","--","--","27.2","32.7","--","--","--","--","--","--","--","91","105","180","27.1","176","175","319","2637","--","--","--","--","--","--","29.0","아니오","00:28:58","1","32.0","35","22","47","--","--","00:28:57","00:28:58","--","--"
실내 자전거타기,2025-08-31 06:00:22,false,"실내 자전거타기","46.07","1,192","02:01:07","122","149","2.9","--","--","22.8","32.4","--","--","--","--","--","--","--","80","103","143","72.5","153","141","258","9769","--","--","--","--","--","--","28.0","아니오","02:01:07","1","32.0","28","17","38","--","--","02:01:05","02:05:47","--","--"
러닝,2025-08-30 05:54:53,false,"러닝","25.92","1,779","02:49:59","133","165","3.7","176","196","6:33","5:01","61","61","0.86","8.5","7.3","252","6:34","--","--","253","0.0","--","244","340","--","--","--","29,966","--","--","-27","--","아니오","00:05:28.0","26","--","--","--","--","--","--","02:42:07","03:02:39","50","65"
실내 자전거타기,2025-08-29 19:43:53,false,"실내 자전거타기","21.78","617","00:57:41","129","146","2.5","--","--","22.7","28.7","--","--","--","--","--","--","--","81","96","157","41.8","163","155","280","4673","--","--","--","--","--","--","28.0","아니오","00:57:41","1","32.0","30","18","37","--","--","00:57:41","01:13:43","--","--"
풀 수영,2025-08-29 07:05:03,false,"풀 수영","2,000","418","00:47:38","122","138","2.2","--","--","2:22","1:44","--","--","--","--","--","--","--","--","--","--","0.0","--","--","--","1077","49","23","--","--","--","--","--","아니오","00:00:25.1","2","--","--","--","--","--","--","00:47:13","00:47:56","--","--"
